0xd944, 0x18bc
0xf90d, 0x1d1d
0x38fb, 0xfcac
0xd8a0, 0x1450
0x2c3d, 0x2535
0x9321, 0xd837
0xfeae, 0x65ec
0xcd7e, 0x3217
0xe4ee, 0xcf65
0x8625, 0xd864
0x7ccf, 0x6a50
0x617d, 0x302e
0xa59e, 0x16dd
0x2f54, 0x93a3
0xcc95, 0xf43f
0x9345, 0x9317
0xfb23, 0x7b55
0xdcf6, 0xd5d5
0x8f3c, 0x5f51
0x5fcc, 0x1d45
0x72ae, 0xa210
0x8342, 0x815f
0x3a1b, 0xea94
0x94e0, 0x9aee
0x27c1, 0xe2f1
0xf934, 0x94b
0x23b7, 0x93e2
0xa272, 0x2273
0x20c9, 0xbdc0
0x2655, 0xac9d
0x4c6e, 0xd544
0x31cf, 0xcb5f
0x4e55, 0x45fe
0xa642, 0x1422
0x90fd, 0xc0c8
0x8f8e, 0x1fa7
0xcbb9, 0x7b8c
0xe020, 0x2bbe
0xa069, 0x2633
0xcd4a, 0x9db9
0x1533, 0xb89e
0xd73e, 0x61c8
0xa60f, 0x9f37
0x262d, 0x2175
0xb749, 0x4bc2
0x4c2, 0x2f60
0x8701, 0x5148
0x78f5, 0xb39f
0x5787, 0x95a1
0xeb00, 0xb056
0x51e1, 0x518c
0x1f81, 0x4da8
0xb852, 0xd154
0x64ea, 0x90c9
0xcb6f, 0xf236
0xc6e5, 0xcbe5
0x4a6, 0x210
0x5c39, 0xbcdc
0xc677, 0xa775
0x76c7, 0x9af0
0x7414, 0x70fb
0xfadc, 0x11e2
0xdde7, 0x6a29
0xcdb7, 0xcda6
0x8a7d, 0x8a28
0xfde5, 0xffe5
0x1523, 0x1f97
0x3b16, 0xc67f
0xe4af, 0xb3a3
0xe8f3, 0x88e7
0xb4c6, 0x7952
0x5a1f, 0xe8bf
0x4817, 0x7817
0x7a97, 0x4ab5
0xa27d, 0x524b
0xcfa2, 0xa780
0x76cf, 0x33c3
0x8583, 0x44ed
0xaa3f, 0xa409
0x533e, 0xa946
0xc0f2, 0x3770
0xd87, 0x3174
0xe8fa, 0xeeca
0xd376, 0xb8e1
0x41b0, 0x472f
0x9148, 0x5c
0xfa10, 0x57f3
0x9712, 0x9eaa
0x6642, 0xd4d2
0x44e8, 0x2bec
0x26cd, 0x252e
0xcf3a, 0x5f37
0x3f73, 0x767f
0xcded, 0xb397
0x42fd, 0xf72a
0xb723, 0xbfa6
0xb292, 0x34e1
0x5a88, 0xa800
0xb99f, 0x1ef5
0x57f9, 0xa5e7
0x3fd9, 0xbde5
0xab16, 0x296
0x797e, 0x435e
0x93ae, 0xd3e7
0xcf72, 0xdfa3
0xf33b, 0x3806
0x407c, 0xc7fe
0x329a, 0xa93a
0xf870, 0xa855
0xa1ac, 0x79a2
0xb061, 0x834b
0x3286, 0x37e6
0x91f, 0x949
0xec26, 0x8cb1
0xba4d, 0xda18
0xb6e5, 0xc3e3
0xa266, 0xd788
0xd873, 0x979b
0x77c5, 0x77f7
0xa25d, 0x7056
0x195d, 0x3938
0xe5fa, 0x4a66
0x7bc0, 0x7f31
0x744e, 0x7ea0
0x8b46, 0xac66
0x76b6, 0x7c72
0xd29d, 0x82e0
0xfe4c, 0xe879
0x3f50, 0x3d30
0xa6b0, 0x1d29
0xc926, 0x97b7
0x8e0, 0xd65d
0x2d0c, 0xe70e
0x7947, 0x9a5a
0xb19e, 0xba20
0x4ea6, 0x4866
0x262, 0xb6e9
0xe399, 0xe31a
0x8562, 0x325
0xcd23, 0xccf2
0x82ea, 0x828a
0x6a6b, 0x14f3
0xeb20, 0x9bce
0xecc1, 0x2ceb
0x3100, 0xb4eb
0x4dc, 0x8ea5
0xd115, 0xd147
0x3a9b, 0xda9e
0xaad1, 0xc254
0xb62, 0x48e3
0xecbb, 0x7930
0xc2be, 0xa2e6
0x7ffe, 0xe04f
0x57b1, 0x2010
0xdba5, 0xd721
0x94b2, 0xac3f
0xf865, 0xfe65
0x3d45, 0x852c
0x501f, 0x58b2
0x8e94, 0x939
0x6ece, 0x7ea1
0x680e, 0x6b8b
0x9f9e, 0x8f4c
0x979, 0x1d09
0xe302, 0x9397
0x75a5, 0xb277
0x584f, 0x3698
0x7bbc, 0x1ccc
0x430a, 0xde22
0x26f3, 0x6885
0x221a, 0xf70f
0xa5fd, 0xd62b
0x5f6c, 0x5fa1
0x4fd5, 0x7fd5
0x300d, 0xa6ea
0xfb9e, 0x1e75
0xb84d, 0xde1d
0xfb35, 0x7b70
0x890e, 0x9c23
0x1223, 0x4735
0x994f, 0xc147
0x126f, 0xae05
0x8120, 0x2458
0x60b6, 0x5eb8
0xc09a, 0x38c8
0x3ebd, 0x1e98
0x3bbd, 0x5bc4
0x9f41, 0x9fff
0x1495, 0x813c
0x43e3, 0x37bf
0xdf4e, 0xd36b
0x1a22, 0x55e5
0x3d71, 0xed00
0x96ac, 0x661a
0x672f, 0x3696
0xf3bb, 0x3b25
0xd0ba, 0x8b98
0x9d64, 0xcf62
0x403, 0xf72
0xef3c, 0xad0f
0xe770, 0xef80
0xfc4c, 0x1baa
0xc8a8, 0x5355
0x1fa4, 0x9a04
0x63ec, 0xa0c1
0xc76b, 0xab63
0x8e2a, 0x867d
0x3f8c, 0x125b
0xa523, 0x8835
0xf58, 0x81b6
0x7310, 0x7513
0x880b, 0x58de
0x12b6, 0x9245
0xddcb, 0xe229
0x10e3, 0x6bc3
0x1715, 0x1c72
0xa17e, 0x7b3
0xb0d1, 0x5059
0x43ee, 0x8183
0x7736, 0x19bf
0xda33, 0xb150
0x3b5b, 0xc431
0x556a, 0x6548
0x69c9, 0x9dc7
0xcbd7, 0xa3dc
0xe61, 0x4eee
0x96bd, 0x8617
0x9161, 0xe193
0x651f, 0x75ba
0x5768, 0x57ad
0x84e7, 0xa4e7
0xd2ab, 0x9769
0x77eb, 0xc4e8
0x1fcd, 0x9268
0xa942, 0xe867
0x8c43, 0x91b7
0xa8b3, 0x132f
0x6881, 0x4ecc
0xf343, 0x2cc5
0x8519, 0x3598
0x87a0, 0x49d2
0x56b6, 0x5200
0x7d8d, 0xe2ad
0xbcb2, 0x1adc
0xa9a4, 0xac1a
0x22c, 0x8982
0xdf86, 0xe880
0xc417, 0x1313
0xf78f, 0xfc5c
0x6e36, 0xc323
0x10eb, 0x58d6
0xc07d, 0x97f6
0xf31d, 0xd94d
0xad1f, 0x8d7a
0x9bc, 0x6cf4
0x9ac3, 0x61e4
0xc87c, 0xe819
0x36fd, 0xede0
0xc7e5, 0xc2e5
0x7ce2, 0x619c
0xc5bd, 0xed5d
0x8772, 0x8b09
0x763b, 0x765e
0x4627, 0x5af1
0xdbe9, 0xb143
0xd92d, 0xb978
0x89b1, 0x9428
0x1bc8, 0xe29a
0x63ff, 0x6fa2
0xebdf, 0x127b
0x9f14, 0xeac8
0x802b, 0xc70
0x7f54, 0xd3d7
0xe83d, 0x6aec
0xfab4, 0x8aab
0xc53, 0xa550
0xc756, 0x7914
0x4f5f, 0x4e3f
0xca1e, 0x291b
0xb968, 0x4c3c
0xecaf, 0xe269
0x9c72, 0x9573
0x8c07, 0x50d5
0x68cc, 0x9be0
0xc440, 0x216e
0x10a4, 0x6e95
0x3596, 0xf5eb
0x6a49, 0x1a2c
0x60ee, 0x896
0xccdb, 0x9c0e
0xf132, 0xea26
0x80cb, 0xf004
0xc30b, 0xb0e1
0xb30, 0x7633
0x1842, 0x9ae
0x3c4f, 0x88d4
0x33f4, 0x3f72
0xdaa7, 0x6121
0x980a, 0x703c
0x29a2, 0x50be
0x3d52, 0xf528
0x33e6, 0x7b3a
0x8551, 0xfbc
0x8f5b, 0x1b0
0xd351, 0x965
0x3dd6, 0xc2d4
0x8b5f, 0xaf2b
0xc9ef, 0xc989
0x250d, 0x15f3
0xacfa, 0x4028
0x18c4, 0x9246
0x5101, 0xc2e4
0x68a0, 0xebc4
0xc855, 0xce55
0x871d, 0xe0f8
0xc402, 0x6e9d
0x1a39, 0x3bf5
0x3e20, 0xa376
0x1667, 0xd68e
0xbbfd, 0x15f4
0xce28, 0x9e7d
0x7ab0, 0x79b3
0x418f, 0x29d9
0xc2aa, 0x8c18
0x7acd, 0xae7
0xbfc6, 0x9523
0xea60, 0xfa54
0xadba, 0x5d1f
0xe1e4, 0x727f
0xab2b, 0xfc5e
0xd037, 0xade3
0xe1e5, 0xe187
0x49b9, 0x263c
0x75d3, 0x6d8c
0x4a4b, 0x8a34
0x72b4, 0x6251
0x7d8b, 0x75d0
0x5cf7, 0xe10e
0xe725, 0x5697
0xc6e0, 0x862c
0x9dc3, 0x99f5
0x4426, 0x47aa
0x4579, 0xf7ea
0xfd3d, 0x56ec
0xc072, 0x9000
0x1f4f, 0xe5ba
0xc52b, 0x43e
0x6b53, 0xb8cf
0x2f22, 0xedf4
0xdb6e, 0x2c7e
0x76b, 0xc51d
0x7818, 0x843b
0xb78f, 0x7fdf
0x9b7, 0x59e2
0x983, 0xa9fe
0x521a, 0xc77c
0x9721, 0x9323
0x67e6, 0x688a
0xa401, 0xe043
0x4431, 0xbbe8
0x2c8c, 0xb24b
0x574, 0x6bab
0x6d95, 0x49f2
0xf554, 0xf334
0x2598, 0x253a
0x6125, 0x495a
0xc64b, 0xa87d
0x3e02, 0x2aeb
0xed05, 0x2dd7
0x1b97, 0x3027
0xb36b, 0x23fc
0x33f3, 0xb52e
0x6fd9, 0x9942
0xc04f, 0xc217
0xcf11, 0x85a4
0x4003, 0x9662
0x96bd, 0x8617
0x47d5, 0x99e1
0x4ce5, 0xc937
0xdd5, 0x387
0x31f1, 0xbf92
0x67b1, 0x521d
0xcca0, 0x58d5
0xafce, 0xa63d
0xd0e7, 0xbefc
0x9ab0, 0x4dc3
0x43a2, 0x87a1
0xbefe, 0xd92f
0xa9f0, 0x60c3
0xb7ff, 0x2779
0x8336, 0x2fa8
0x9ddf, 0xee46
0x7ef7, 0xc36e
0x59ad, 0xae3d
0x218d, 0x21e8
0xe407, 0x5a87
0x8993, 0x855e
0x6685, 0xf9c0
0xfebb, 0x65f3
0xc10a, 0xc6d9
0x6d1c, 0x3e8e
0x65b4, 0x9dd5
0x5bf8, 0x427b
0xfb5f, 0xf03e
0xd475, 0x7d17
0xe95b, 0xe41c
0xcd52, 0x3d9c
0xf7e, 0xbe97
0x2bcd, 0xebc8
0x9c6e, 0x5c7
0xc2fe, 0x7021
0x1501, 0x13d1
0x938b, 0x1374
0x4ba2, 0x71cf
0x8264, 0xcd01
0x437c, 0x6211
0x9659, 0x93e7
0xde4, 0x7ea3
0x7994, 0x7e2d
0x7651, 0x763c
0x40c1, 0x498d
0x3427, 0xf684
0xfe86, 0xd841
0xc8a, 0xcea
0x4b8e, 0xa060
0x3cff, 0xd55f
0x25b8, 0x2398
0xce35, 0x9e57
0xb5d3, 0x83b8
0x81e, 0xc8f2
0xe1d5, 0x778e
0x2864, 0x28a2
0xe69a, 0x56cc
0xf1a2, 0xfa61
0x3aae, 0x20c3
0x793b, 0x40c5
0x8f64, 0x1be3
0x2654, 0x2b34
0x3e37, 0x55cd
0xd2a1, 0x7dc1
0x1785, 0x72bd
0x9ded, 0x8a3f
0xe764, 0xe375
0x5f5e, 0xea39
0xb55b, 0xa1d9
0x1cf5, 0xb9c5
0xe36d, 0x883a
0x5f87, 0x7790
0x6b, 0xa1a
0x19b5, 0xa28b
0x47c, 0x3a19
0x68c7, 0x704a
0x4d50, 0x6053
0xce98, 0x9ebd
0x306f, 0xfb49
0xfb64, 0xfba2
0x713a, 0x749a
0x8dc3, 0x8df3
0xef3d, 0xef58
0x213c, 0x7999
0x6e79, 0x3e1c
0xf94f, 0xa965
0xa126, 0x8884
0x7906, 0x16fa
0x7210, 0xd2ae
0xf068, 0xfca8
0x2230, 0x4764
0x206a, 0x2c6a
0xdb78, 0x73ac
0xd3a6, 0x1cfe
0x7d84, 0x7f82
0x6d34, 0xd169
0x51e9, 0xc9d7
0xdcb3, 0xb393
0xb5d9, 0x9f4e
0x65f0, 0x657e
0x9584, 0x9b09
0xa956, 0xb75d
0x65c6, 0x6378
0xd67c, 0x1e71
0xe38e, 0xb3fc
0xf4c7, 0xa81b
0xa7c6, 0x140c
0x7f6d, 0xe2a1
0xc0d8, 0x2c44
0x344d, 0xa7bc
0x8e7e, 0x887e
0x13ce, 0xb5cb
0x7d0d, 0xe24d
0x241b, 0x2aab
0xf3d7, 0xf507
0x6f90, 0xa7c8
0x5390, 0xa0c8
0x7642, 0xd422
0xc14a, 0x9f72
0xf78c, 0xe799
0x35b0, 0x3090
0x7b78, 0x9814
0xe970, 0x513f
0xfefc, 0x3c67
0xa75, 0xe666
0xcd44, 0x29cd
0x8c0a, 0x3a1a
0x6f2a, 0x2400
0x484b, 0x916b
0x5a7, 0x70ad
0xe357, 0xef18
0x50d9, 0x803c
0xb708, 0xf2aa
0x6e0e, 0xedb
0x4c46, 0x30dc
0x5577, 0xe590
0xcfd8, 0x17de
0x20e6, 0x208a
0x712e, 0x7cf2
0x8494, 0x7443
0xc36a, 0x9610
0xb71d, 0x6936
0x4728, 0x4cc8
0x19ef, 0x99ca
0xb46f, 0x34
0xb44a, 0x670f
0xbf80, 0x321a
0xebdd, 0x9c4d
0xf2a3, 0xaed3
0xf3bf, 0xa823
0x7dbf, 0x73c4
0x235d, 0xd456
0x1ffc, 0x6f49
0x4376, 0xa391
0x6b9c, 0x486a
0x8601, 0x4edf
0xc2ce, 0x72c1
0xc813, 0xce6e
0xdefe, 0x7677
0x4bb5, 0x7efe
0xfc31, 0x62d7
0x86f9, 0x88bb
0x656b, 0x6bb5
0x6d2c, 0x8503
0x1299, 0x52fe
0xb46b, 0xb970
0xb325, 0x2541
0xc8a2, 0xc864
0x8b68, 0x3f81
0xe150, 0xbe60
0x39da, 0x621
0xaa12, 0xaa88
0x6b0b, 0x580e
0x2690, 0x963e
0x437c, 0x6211
0xfdc2, 0x152a
0xa0c3, 0xe75f
0x7d75, 0x1aa7
0x82f1, 0xcdc5
0xf89, 0xb4c2
0x24cd, 0xe4c8
0xbf04, 0xd290
0x8675, 0x3808
0xb704, 0xc7cb
0x300d, 0xa6ea
0xc797, 0xf284
0x66e7, 0x3059
0xeacb, 0x169d
0x3799, 0x9e3
0x8faf, 0x3de3
0x2f5, 0xae21
0x5819, 0x3388
0x7f4e, 0x45ab
0xa10d, 0xa9da
0x8b43, 0x324
0x9964, 0x9a62
0xd90d, 0x4411
0xc79f, 0x8fd0
0xff0c, 0xfddc
0xd81f, 0xb84f
0xc71a, 0x757c
0x86a, 0xe6a
0x26d7, 0x2605
0x8ffd, 0x6ffd
0x37cb, 0x17fe
0x54e9, 0x848f
0xb1, 0xe7f6
0x2d, 0x602d
0xba23, 0xea31
0x3089, 0x6cd1
0x2f05, 0xcec5
0x1c9d, 0x5bb8
0x14c, 0x98a5
0xa831, 0xa85c
0xf2d3, 0x27ed
0x267c, 0x9849
0x6fbe, 0x695b
0x4fae, 0xad13
0x8b9f, 0x3714
0x4ac2, 0xf1f1
0x300c, 0xa85
0x2259, 0xb095
0x815f, 0x8342
0xbc3, 0x7733
0x4a0e, 0x270e
0xef01, 0xefdc
0xba7e, 0x1af0
0x3566, 0xff9a
0x9ff8, 0x20a6
0x7c9e, 0xf950
0x1107, 0x5152
0x246b, 0x9410
0x17bf, 0xa1fe
0x6c63, 0x3654
0xbadb, 0x5556
0xcac3, 0x72ef
0xf971, 0x4b4d
0xcea5, 0x4ec
0xb474, 0x4614
0xa997, 0xa9b5
0x6187, 0x61e5
0xeb66, 0x6975
0x9e84, 0xaea0
0xa061, 0x38cb
0x42d0, 0x6d73
0x2797, 0x22b7
0xaabd, 0x1d28
0x40a2, 0xd8c0
0x383e, 0xdced
0x684c, 0x18a9
0xaba3, 0xab1b
0xdcbe, 0xb09e
0x8ee9, 0x8a32
0x3c1f, 0xc573
0x8b67, 0x3638
0x5b03, 0x638
0x56e0, 0x8683
0x277c, 0x98
0xf533, 0x4269
0x9790, 0x270f
0xc7fc, 0xcffb
0x7698, 0xd56c
0xd6f4, 0x4d8a
0xbaab, 0x1a7b
0x83ae, 0xaa19
0x8159, 0x8c31
0x7160, 0x7a4e
0x2236, 0xe7b6
0xdf01, 0x580c
0xc4d7, 0x8134
0x7145, 0x7a67
0x6e7f, 0xe81c
0x360a, 0xd413
0x41c7, 0x76e
0x857b, 0xb8f3
0x43ba, 0x6519
0x3f3e, 0xccb5
0xc7db, 0xa9d8
0x8d1, 0xed1
0xf7a4, 0x16c3
0x176e, 0x2446
0x3c0a, 0x5e90
0xa656, 0x1d1c
0xd376, 0xb8e1
0x41fa, 0xcaef
0x988a, 0x18af
0x2f05, 0xcec5
0x70d9, 0x7c31
0x7f8b, 0x524
0x366c, 0x6679
0xa2f7, 0x9ec8
0x590a, 0xa02a
0xae0d, 0xfed8
0x53eb, 0xdf45
0x1029, 0x9415
0xb073, 0xc60f
0xff6f, 0xfdaf
0xc16c, 0x92d6
0x8492, 0x6d68
0xb834, 0x2b52
0x6cad, 0xda8d
0x20b6, 0xc047
0x51c0, 0x5cf8
0xbe0c, 0xb8dc
0x621e, 0x53b
0x30e7, 0x3c87
0xba0, 0x6863
0xf27c, 0x8b60
0x9403, 0xe2ec
0xc0d8, 0x2c44
0xe6aa, 0xe712
0x1a4f, 0xa379
0x4cd2, 0x5443
0x6a32, 0xb34
0x9a1d, 0x92d1
0x3a4e, 0xb940
0x1d94, 0x5c4c
0x1bcc, 0x3bc1
0xb291, 0xb791
0x6d8a, 0x6fea
0xa24e, 0xc1b5
0x331b, 0xb540
0x3c8a, 0xbf30
0xb5ec, 0xb141
0x49ec, 0xb0f8
0xdc95, 0x1a3f
0xbc88, 0xbbd8
0x9312, 0xc3c7
0xa1c4, 0xaea8
0xb458, 0xb768
0x8422, 0xbfe5
0xb8be, 0x1030
0x525, 0xc353
0x36f4, 0x38cc
0x58dc, 0xbba8
0x9140, 0x11b4
0x6bed, 0xec01
0xcd02, 0xc203
0x7d94, 0x4be2
0xe464, 0xb860
0xf266, 0xa2aa
0x2391, 0xa3e9
0x516d, 0x3bc6
0xc3aa, 0xc339
0xfb54, 0x57af
0xaa20, 0xface
0xea3b, 0x29a1
0x6d11, 0x8a01
0x340a, 0x1bb6
0x12ce, 0x32fb
0xca60, 0x2a4e
0x3d69, 0xb4b7
0x66b0, 0xe739
0xd943, 0x29b2
0x1aee, 0xbec6
0x3b57, 0xf1cc
0x9a17, 0xc198
0x5c6a, 0x2939
0xf9bb, 0xf99b
0x3be1, 0x1da6
0x126, 0x9131
0xc01c, 0xcc4c
0xbef3, 0xbec3
0x6b66, 0x16a4
0xd77b, 0xec21
0x91fe, 0x91cb
0x14c9, 0x3a77
0xc9f4, 0x8b00
0xe449, 0x1779
0x3c65, 0xdef2
0xd53, 0x1ea
0x7e88, 0x106f
0x8e58, 0xe7dc
0xb6c7, 0xd9e5
0xbc37, 0xa3eb
0x4aeb, 0x2ac1
0xce8c, 0xf8df
0x3362, 0x489d
0x74f3, 0x77e2
0xb7b1, 0xdb17
0xf251, 0x7fc5
0x70cb, 0x66fa
0x3362, 0x489d
0x39d2, 0xf0fd
0x81e, 0xc8f2
0x1896, 0xe9ce
0x36b8, 0xc8ba
0x5072, 0x5809
0x3c15, 0x3015
0x431b, 0xa360
0xdaf9, 0xb975
0x8e07, 0x572c
0x571d, 0x1a4a
0xd3ca, 0xffed
0x43cd, 0x406c
0xce64, 0xc8a4
0x8324, 0xfd4
0xe363, 0xbf8f
0xe16f, 0x2419
0x2d06, 0x37cd
0x642e, 0x42e
0x3aeb, 0x7cec
0xe7d8, 0xcf3c
0xe0b6, 0x4fcb
0x77ee, 0xc39
0xdbc3, 0x7fff
0x2031, 0x6a8d
0x7078, 0x1984
0xe6b4, 0xe640
0xec85, 0xe29c
0xdac4, 0xf5c6
0x4687, 0x4238
0x85e4, 0x582
0xa0a0, 0x7c4b
0x5552, 0xd166
0x36f3, 0x387b
0x2b8f, 0xf56a
0xb4c7, 0x31f5
0x82f2, 0x82c2
0x8bc0, 0xa29b
0x6c2, 0x622
0x34e0, 0x6aee
0x4196, 0x46d4
0x6417, 0x417
0x7b93, 0x164
0xd084, 0x9a5c
0x7fa7, 0x73a9
0xddf1, 0x549
0x3940, 0x11e
0xb298, 0xa06b
0x19ca, 0x99ef
0x6e48, 0x6e1d
0xe660, 0x2ea3
0x54a2, 0x5464
0x2a42, 0xeab3
0x39ec, 0xfa46
0x5905, 0x8a07
0xa8a3, 0xde88
0x8e7, 0xbd59
0xf07d, 0x7076
0x38cd, 0x1876
0xb2ce, 0xd2fb
0xf0d8, 0xf00d
0xe27f, 0x10c9
0xb7c2, 0xb7f4
0x1502, 0x5bd1
0x9571, 0x63c8
0x88b3, 0x18c7
0x6eb2, 0xc1f
0xc0b7, 0x8259
0xecdb, 0x27ee
0x3d2e, 0x7e79
0x9727, 0x9225
0xa73b, 0x9839
0x6de1, 0x6522
0x76c0, 0xe2df
0xea2c, 0xe77c
0x1c0e, 0xa6db
0x9fcb, 0xe6a8
0xd663, 0xdea0
0x7720, 0xb757
0x349e, 0xd933
0x584a, 0x783c
0x7dfb, 0xf69f
0x6041, 0x8e84
0xb54f, 0x9fbd
0x25ea, 0xb32b
0x82c6, 0x1a48
0x442, 0x9b8c
0x93f3, 0xc384
0x9141, 0x2c0a
0x8bf5, 0xbca9
0x7f61, 0x7541
0xd6c, 0x8da1
0x37b9, 0x7170
0xe5b9, 0x254a
0x5aac, 0x5a61
0x1c61, 0xcd15
0x3ad2, 0xfc2a
0x9f49, 0x62ec
0x5627, 0x5830
0x7834, 0x4e34
0xfb90, 0xdf2f
0x8a82, 0xece4
0xa424, 0xc458
0xebca, 0xebef
0x9759, 0x3ae7
0x2bf0, 0x4be4
0x778d, 0xef76
0x1073, 0x854f
0x9bce, 0xeb20
0x5c01, 0x6b11
0xdb92, 0xb1b3
0x3e56, 0xed19
0xe94d, 0xfc65
0x367c, 0x5cb6
0xc35d, 0xc55d
0x63c5, 0x1c76
0x69d8, 0x5350
0x32c4, 0x9b89
0x8c20, 0x5cce
0xcf4f, 0x3d2a
0x80b4, 0xc0ab
0xcce8, 0x9542
0x60af, 0x4832
0x33b5, 0xd3bf
0xe702, 0xd743
0x21a9, 0x6eab
0x9ae9, 0xba7a
0x5861, 0x5282
0x7fb0, 0xff3e
0xb081, 0x20ce
0xdedf, 0x1e05
0x2cc5, 0xf343
0xf6ce, 0x36ec
0x4ee8, 0xd641
0xc869, 0x8efa
0xbe24, 0xdef1
0xc129, 0xc5c3
0x8de7, 0xed94
0x240e, 0x9565
0xa77a, 0xd8d9
0x705, 0x5ce5
0x713a, 0x749a
0x40bb, 0xa953
0x2142, 0x2192
0x8259, 0xc0b7
0xc307, 0x93d5
0x6e74, 0x2a6d
0x9721, 0x9323
0xff52, 0xcdd5
0xfddc, 0xff0c
0x62ea, 0x6375
0x11f5, 0x11c7
0xe721, 0x2721
0x1add, 0x873a
0x8c19, 0xc542
0x7a81, 0xe0d2
0x1b9d, 0xa0d9
0x491f, 0x2996
0xc99e, 0x5bb
0x9086, 0xcc86
0x954, 0x21c6
0x7ae4, 0x6a21
0x821e, 0x97b1
0x6c56, 0xc3a
0xd3db, 0xddee
0x70ad, 0x5a7
0x9a39, 0x8aaa
0x514c, 0x5977
0x273d, 0x9222
0x146e, 0x5290
0x4113, 0x1679
0x19a2, 0x1832
0x432, 0x4a3
0x8ee0, 0x5c3a
0x6e94, 0x8c71
0xc158, 0xebdc
0xe2bd, 0x2cfc
0xb8d7, 0x18ef
0xd004, 0x9c2e
0x4b1, 0x8d70
0xc1fc, 0xeb18
0xb419, 0x25ac
0x8fcd, 0x4ac4
0x5a56, 0x6f5d
0xf8e2, 0x282e
0x9f35, 0x604
0xdd30, 0xde53
0xbdd, 0xbeee
0xf76a, 0x101d
0x434e, 0xc4e
0xded7, 0x3b12
0xee26, 0x50c6
0xa6ed, 0xa688
0x9545, 0x2f15
0xbd52, 0xc38f
0x6b9f, 0x2467
0x363e, 0x4476
0xe41b, 0xd807
0x440a, 0x44e6
0x91f8, 0xc1cd
0x73ea, 0x976d
0xe8f, 0x2c4
0x6876, 0x96c4
0x81dc, 0xc3b3
0x9701, 0x174e
0x612f, 0xe624
0xffbe, 0x3b0d
0x6d4a, 0x6492
0x5038, 0x803d
0x610f, 0x1151
0xc1d1, 0xc459
0x7c6f, 0x95ff
0xcea7, 0x11c5
0xc9be, 0xfcff
0xe477, 0xe177
0x72, 0x5b05
0x6573, 0x9d1c
0x3453, 0x3b4c
0x31e9, 0x34e9
0x2103, 0x26b9
0x3aca, 0xf852
0x866e, 0x8b40
0xd5fb, 0xc56e
0x72d1, 0xe036
0x2df, 0xbb39
0x5e38, 0xfd08
0x9b76, 0x2b31
0x394f, 0xa32a
0x4315, 0x4515
0xbccf, 0x8b88
0xe35a, 0x8f37
0x48a, 0x588a
0x567c, 0x2803
0x4e6f, 0x48af
0xe591, 0xa58f
0xaa2c, 0x91c2
0x5df1, 0x3f49
0x850a, 0x8e6c
0xe3d6, 0x1280
0xc478, 0xb1c6
0xd59e, 0xd39b
0xf072, 0xf90a
0xb4d1, 0xbc51
0x7802, 0xff2b
0xd589, 0xbdef
0xed9e, 0x5c88
0xcede, 0x28d3
0x1bbc, 0x3b32
0x5e60, 0xe4e
0xd458, 0xd43d
0xd23b, 0xd07e
0xd739, 0xd67f
0xedc, 0xe01
0x680c, 0x7428
0x8702, 0xf743
0x3ecc, 0x588e
0x1743, 0x9c49
0x54ce, 0xfd88
0x95c8, 0x95fd
0xceae, 0x616a
0x73d0, 0x66ab
0x6068, 0x8c96
0x66dc, 0x7f8d
0x916, 0xaed
0xeea7, 0xa4e6
0x785b, 0x7d1a
0xd9aa, 0xe028
0xd426, 0x6431
0xf6de, 0x8611
0xba43, 0xe992
0xd68c, 0xd378
0x2a1d, 0xc96a
0xb453, 0x2aa2
0x8948, 0x29bf
0xa4a2, 0x5828
0x6418, 0xe957
0x106, 0x84e8
0x676d, 0xd9dd
0xb6f2, 0xb362
0x40bc, 0x4c9c
0xfb31, 0x33f7
0xd77b, 0xec21
0xc3a7, 0x9365
0xd207, 0x1821
0xe378, 0x6c28
0x9c04, 0x1c40
0x7269, 0x776f
0xc69, 0x47
0xe3d5, 0x969
0x1825, 0xfe30
0xaaf2, 0x293a
0xc02b, 0x2c70
0x1d2e, 0x1f2b
0x248d, 0xe488
0x9e9f, 0xfe4a
0x6026, 0xc0b1
0x6f33, 0x4b83
0x5495, 0x941d
0xf375, 0xa377
0x6052, 0xb4a6
0x6b84, 0x5926
0x28b1, 0x9efa
0x1c0f, 0x1308
0x9a6f, 0x2a45
0x8b9a, 0x5e56
0x6bf1, 0x2b9a
0x16cc, 0xacbd
0x74ed, 0x7a0d
0xeed9, 0xee76
0x54e2, 0x8484
0x510d, 0xe0a
0xc277, 0x9777
0x532b, 0x4062
0x70d, 0x9eed
0xcd36, 0x3456
0x95d0, 0x97ce
0x1399, 0xc445
0x9393, 0x8344
0xe3d4, 0xe373
0x9af, 0xa6f
0x8f27, 0x370e
0x558b, 0x55ee
0xe804, 0x16e9
0x1265, 0x4b85
0x9da7, 0xdebd
0x4c9a, 0xf9dd
0x148c, 0x6f0a
0x6846, 0x9841
0x582c, 0x1bbd
0xa580, 0x55c4
0x3111, 0x782a
0x98fd, 0x9ac5
0x6400, 0x180
0xdaab, 0xb85b
0xcd69, 0xc90b
0x18bc, 0xd944
0xc1f1, 0x3fc8
0xbf82, 0xbfe4
0x76f8, 0xf0e2
0xbe03, 0x8d50
0x5595, 0x96a6
0xc99b, 0xea29
0x43a7, 0xaf17
0x2699, 0x21e3
0xf328, 0xf37d
0x6d93, 0x9d66
0x31be, 0x2b33
0x8a24, 0xcbc0
0xd2ba, 0xbf9f
